名稱,經度,緯度
新北市頂溪國小地下停車場B1F站,121.510774,25.015636
臺中市東區十甲里等三里多功能聯合活動中心站(多站),120.704237,24.141273
全聯屏東崇明店站(多站),120.478221,22.681537
全家瑞芳龍川店站,121.803944,25.108608
享溫馨KTV 台東店站(多站),121.152509,22.757167
台北捷運江子翠站(多站),121.472598,25.029505
全聯高雄鳳林店站,120.396096,22.507977
台北市環保局三張犁分隊部站,121.570756,25.041486
7-ELEVEN 安立店站,120.170009,23.049636
中油南州加油站,120.501593,22.488602
中油泰和加油站,121.644297,25.00898
HiLife 永康巧遇店站,120.255122,23.015158
新北市淡水稽徵所旁機車場站(多站),121.438156,25.17146
中油楠埔加油站,120.73526,23.98297
Gogoro 竹北成功服務中心站(多站),121.019861,24.817222
府前永福停車場站(多站),120.200272,22.989632
全家善化興華店站(多站),120.297629,23.127156
山隆彰化加油站,120.533995,24.053953
全聯永康永大店站,120.260366,23.028514
中油金陵加油站,121.223289,24.940301
中油成功路加油站,120.209382,22.998013
中油鹿谷加油站,120.752416,23.748049
中油台糖中華加油站,120.308152,22.598081
新北市壽德公園站(多站),121.466671,24.994109
新北市湖光市民活動中心站,121.633946,25.068681
臺灣大道市政大樓附屬平面停車場站(惠中路側)B,120.645466,24.161998
全聯大里練武店站,120.727882,24.091271
中油台糖鳳凰加油站,120.71719,24.095053
全聯竹北嘉豐店站(多站),121.036572,24.810694
大同社會住宅站(多站),120.293819,22.627095
臺中市健體中心站(多站),120.700927,24.060097
中油皇家加油站,120.867206,24.706517
中油西定路加油站,121.732912,25.136227
中油嘉保加油站(多站),120.299142,23.459116
全聯台南中華西店站,120.186202,22.982613
國立臺中教育大學站(多站),120.670403,24.144806
中油太麻里加油站,121.00682,22.612863
Gogoro 台北內湖服務中心站,121.608643,25.07039
臺北市華山公園站(多站),121.52772,25.047259
屏東縣潮州日式歷史建築文化園區站(多站),120.54046,22.552364
7-ELEVEN 埞富店站,120.195042,22.975012
中油旗津加油站,120.285037,22.59147
7-ELEVEN 永久店站,120.483146,22.89171
全聯竹北勝利店站,121.025536,24.825092
八卦里停車場站(多站),120.332101,22.682962
福誠停車場站(多站),120.323369,22.593667
中油幼獅加油站,120.64688,24.39659
中油中森加油站,121.759082,24.77991
中油和源加油站,120.849038,24.574175
嘉義市田徑場三停車場站,120.46263,23.470569
中油東進加油站,121.13868,22.982488
小北百貨新莊四維店站,121.423953,25.023526
新北市蘆洲國民運動中心站(多站),121.462069,25.090823
7-ELEVEN 瓏埔店站,120.263524,23.034232
遼寧街機車停車場站(多站),121.542705,25.053583
中油台糖永安加油站,120.24129,23.049397
中油斗南中興路加油站,120.463232,23.677689
台北捷運麟光站(多站),121.558914,25.01827
Gogoro 新竹北大店站,120.962147,24.805842
新北市養工處樹林三多路站(多站),121.414894,25.006804
中油巨大加油站,120.941416,23.955802
新北市廣停七平面停車場站,121.367211,25.071873
中油正塘加油站,120.92719,24.82729
Gogoro 苓雅三多門市站(多站),120.33078,22.622526
高雄市林園停車場站(多站),120.395793,22.502404
全聯竹北中華店站(多站),121.005402,24.843012
台亞承德加油站(多站),121.503688,25.116727
全聯士林中正店站,121.528597,25.09573
全家嘉義布袋上海店站,120.160877,23.378946
Gogoro 板橋民生門市站,121.466921,25.025918
中油台大加油站,121.032016,24.824812
中油鼎山路加油站,120.321817,22.657292
全聯龍井沙田店站(多站),120.548502,24.203421
全家玉井民生店站,120.464793,23.123923
中油新園加油站(多站),120.463395,22.523886
俥亭中華東路停車場站(多站),120.230919,22.982047
新北市合安一路機車停車場站(多站),121.448435,24.998546
全聯官田中山店站,120.313079,23.193024
新北市民樂停車場站(多站),121.483563,25.001612
Gogoro 台中中港門市站(多站),120.619429,24.180489
全家花蓮慈安店站,121.56541,23.996067
臺北市南港區向陽路站(多站),121.595508,25.051932
中油斗六加油站,120.52769,23.70079
全聯台中四平店站,120.681545,24.193067
eMOVING 金城民族店站,118.315634,24.429465
Gogoro 鼓山青海門市站(多站),120.289025,22.65109
Gogoro 新竹東勝門市站(多站),120.989117,24.803282
景美國小地下停車場B1F站,121.540294,24.9885
全聯台中后里店站(多站),120.718117,24.309457
新竹市東大路橋下花園段停車場站(多站),120.97857,24.80356
宏佳騰桃園三民店站(多站),121.309573,24.999663
鴻寶電動車蘆洲三民店站,121.469275,25.088595
全聯永康中華店站(多站),120.230887,23.012833
金山停車場站(多站),120.318761,22.661907
中油加泓加油站,120.243288,23.03525
全聯淡水沙崙店站(多站),121.42221,25.181804
中油鳳松加油站,120.362596,22.637151
中油金泉加油站,121.786558,24.837243
中油東湖加油站,121.612125,25.067589
康是美虎尾藥局店站(多站),120.43066,23.70594
基隆市源遠市場站,121.751653,25.097012
台灣高鐵左營站,120.306186,22.685169
中油通梁加油站,119.562916,23.659261
中油詠安加油站,120.60226,24.31076
新北市停三平面停車場站(多站),121.38921,25.078738
中油新店五城加油站,121.471149,24.940081
統冠超市福興店站,121.561082,23.969882
中華電信新屋服務中心站(多站),121.108975,24.9713
全家杉林農會店站,120.53212,22.96435
台糖民族二加油站,120.325207,22.711866
全聯線西中正店站,120.46194,24.129859
7-ELEVEN 臻愛店站(多站),121.316112,25.00729
中油快速交流道加油站,120.436025,23.435634
全家觀音草漯店站,121.1401,25.045464
高雄市立新興高中站(多站),120.30282,22.62613
新北市停七機車停車場站(多站),121.483716,25.05481
新竹市金山十八街停車場站(多站),121.02511,24.777241
臺中市豐原區公所站(多站),120.718374,24.24195
中油柳橋加油站,120.281161,22.79043
Gogoro 萬華南寧門市站,121.503807,25.035375
全家樹林三德店站,121.412681,25.012874
中油良奇加油站,121.07457,24.75306
Gogoro 三重集賢門市站,121.48404,25.08824
桃園市中路一停車場站,121.290175,25.006915
便利停車場建國站(多站),121.537865,25.053472
中油覺民路加油站,120.334571,22.640441
7-ELEVEN 歡雅店站,120.241721,23.292312
山隆華中加油站,121.498647,25.021848
全家台東新生店站(多站),121.138993,22.760306
Gogoro 基隆義一門市站,121.746746,25.134712
中油百鼎加油站,121.207722,25.06017
家樂褔便利購豐南店站(多站),120.714666,24.239249
全家永和國和店站,121.524758,25.005979
山隆大雅加油站(多站),120.641383,24.229857
全聯永康北灣店站,120.263246,23.016164
台亞汐止大同加油站,121.64765,25.063573
中油加豐加油站,120.546324,24.231642
台糖大發加油站,120.429165,22.592559
中油苗栗豐富加油站,120.830073,24.601626
全家基隆富港店站,121.783701,25.145848
台亞彰化中央路加油站,120.526816,24.068425
福懋水上加油站,120.39336,23.43535
高雄市養工處同盟一路站(多站),120.311114,22.648628
中油三星加油站,121.657552,24.667171
中油虎尾新生路加油站,120.436238,23.707167
天母大葉高島屋百貨公司站(多站),121.53174,25.111278
新北市土城國民運動中心站(多站),121.457384,24.985064
中油社寮加油站,120.7172,23.807027
中油南平路加油站,120.884336,24.677908
中油長源加油站,121.024421,24.848318
中油社頭加油站,120.58357,23.904473
楓康超市三民店站,120.690108,24.158255
桃園市新成立體停車場站(多站),121.146809,24.9119
中油埔鹽加油站,120.460764,24.00451
新北市環翠段停車場站(多站),121.479463,25.035146
中油恆春加油站,120.743601,22.009168
中油積穗加油站,121.483658,25.00524
全聯大雅學府店站,120.650395,24.218666
屏東縣林邊鄉公所站(多站),120.509727,22.431639
中油三灣加油站,120.954683,24.648337
新北市長安市場站(多站),121.461892,25.080913
台北捷運永寧站,121.435547,24.966767
全聯中壢領航店站(多站),121.207509,25.000408
中油燕巢加油站(多站),120.362561,22.787919
全聯吉安自強店站(多站),121.587948,23.981482
臺北市新生北廣場停車場站,121.532354,25.04601
北基新海加油站,121.460224,25.023359
Gogoro 歸仁中山門市站,120.28044,22.96822
全家大園田心店站,121.194925,25.062827
Gogoro 草屯太平門市站,120.68314,23.970945
全聯仁德中清店站(多站),120.256143,22.97347
臺中市社會住宅預定地臨時停車場站(多站),120.724249,24.254953
全家和平農會店站,120.879081,24.17366
7-ELEVEN 雙榮店站,121.179214,24.958938
全家新忠隆店站,121.567279,25.04178
中油土庫加油站,120.393428,23.678779
7-ELEVEN 喬興店站(多站),120.202379,23.117196
中油大里加油站,121.928403,24.971653
中油嘉樂福加油站,121.48547,24.998724
中油山上加油站,120.350875,23.106028
中油永晉加油站,120.398961,22.49563
新竹市湳雅街停車場站(多站),120.97203,24.81872
本原街三段停1停車場站(多站),120.177553,23.053059
中油李斯特加油站,120.460651,23.697177
台北捷運輔大站(3號出口)A,121.436536,25.032529
高雄市梓官區光明路站(多站),120.249831,22.733796
Gogoro 鹿港民族門市站,120.436213,24.0556
中油建德加油站,121.642875,25.008331
全家龜山忠義店站,121.344362,25.003837
車麗屋桃園八德店站,121.300633,24.966243
全家大園都心店站,121.196984,25.064752
Gogoro 大里中興門市站,120.688343,24.102626
福懋彰益加油站,120.509003,24.053465
TR9 關山會館站,121.16877,23.059798
UNIQLO 台中福科路店站(多站),120.626003,24.181864
全家林口文義店站,121.375336,25.082033
中油慶平路加油站,120.173668,22.996833
三義鄉農會站,120.772466,24.414642
台南市安平區育平九街停車場站(多站),120.171359,22.995162
高雄市養工處民生一路站(多站),120.302138,22.626954
臺北市光復民權站(多站),121.55465,25.061077
中油大甲加油站,120.632163,24.355022
三重國民運動中心站(多站),121.487847,25.054286
林口八德路站,121.363279,25.065898
基隆市中山區公所站(多站),121.729445,25.153132
全家龜山大湖店站(多站),121.357856,25.055976
Gogoro 桃園八德店站(多站),121.297698,24.949452
中油北基后園68號加油站,118.405031,24.43853
新北市金龍公園站(多站),121.631557,25.069218
Gogoro 永康永大服務中心站,120.261567,23.006345
中油宜梧加油站,120.194737,23.549122
中油建國二路加油站,120.310587,22.637703
HiLife 八里聖心店站,121.448198,25.140372
YAMAHA 台南中華店站(多站),120.218314,23.023331
全聯台南開元店站,120.21904,23.006966
中油長安加油站,121.078359,24.885732
山隆草屯加油站,120.679335,23.987096
高雄市區監理所苓雅監理站,120.320595,22.637408
Gogoro 土城裕民門市站(多站),121.453663,24.984303
全聯埔里中正店站(多站),120.96314,23.972309
全家鳳山頂庄店站(多站),120.362662,22.588122
中油府前路加油站,120.190783,22.992069
台灣聯通台南崇明場站(多站),120.216577,22.979817
全聯高雄大寮二店站(多站),120.383815,22.618634
九號倉會館站,120.288303,22.648815
臺中市清水區公所站(多站),120.559556,24.268645
中油左鎮加油站,120.415989,23.060169
桃園市五福停車場站,121.210168,24.959883
Gogoro 大安潮州服務中心站(多站),121.524987,25.02902
中油北興加油站,120.433131,23.491936
中油宜蘭龍潭加油站,121.745382,24.775417
中油后庄加油站,120.892907,24.691831
中油旱溪加油站,120.701994,24.140515
松山區公所站(多站),121.577131,25.049567
中油海寮加油站,120.21043,23.090763
臺北市龍門國中站(多站),121.537959,25.023654
中油石卓加油站,120.689629,23.464569
Gogoro 竹北中正東門市站,121.015323,24.835189
7-ELEVEN 愿景店站(多站),121.373993,25.056844
YAMAHA 基隆中山店站,121.736875,25.13025
中油金嘉旺加油站,120.257918,23.19238
中油山海關加油站,120.886181,22.294549
HiLife 八德桃尊店站,121.290966,24.952818
臺北市台新金控大樓站(多站),121.550074,25.037214
康橋商旅六合夜市七賢館站(多站),120.30093,22.635364
中油壽豐加油站,121.508758,23.867444
臺北市健康公宅站(多站),121.565225,25.054337
北基中和加油站(多站),121.476708,25.005472
台亞新店中興路加油站(多站),121.544407,24.979099
榮譽街停車場站,120.219301,22.977182
中油鼓山三路加油站,120.277161,22.647877
新北市樹林停二平面停車場站(多站),121.382079,24.947436
家樂福便利購竹北福興東店站,121.02822,24.81492
JOS CAFE & WORK 站,121.521246,25.003394
新北市養工處永和永亨路站(多站),121.521207,25.005941
7-ELEVEN 東糖店站(多站),121.126106,22.768996
中油萬年加油站,121.093554,22.801812
全聯善化中山店站(多站),120.304,23.133305
中油竹泰加油站,120.71211,23.808823
中油嘉昕加油站(多站),121.297921,24.941063
麗車坊環中店站(多站),121.228907,24.943765
中油國賓七股加油站,120.13279,23.130828
Gogoro 楊梅中山門市站(多站),121.146683,24.907454
7-ELEVEN 益慶店站(多站),120.418503,22.639582
啄木鳥藥局麻豆店站(多站),120.24719,23.176944
Gogoro 汐止中興門市站,121.631539,25.065811
全聯南投名間店站,120.702504,23.839168
7-ELEVEN 美溪店站(多站),120.481342,23.963417
7-ELEVEN 新台店站,121.450771,25.061964
中油集集加油站,120.775667,23.826231
中油四維三路加油站,120.311445,22.619276
中油觀音三和加油站,121.086378,25.025279
7-ELEVEN 大崙店站,121.181346,24.98811
全聯清水鰲峰店站,120.556702,24.266251
小北百貨新陽明店站,120.341013,22.638442
林仔鐘厝自辦重劃停車場站(多站),120.261583,22.96925
中油松建加油站,120.320007,23.126593
臺中市惠安停車場站(多站),120.642135,24.163786
新北市國慶停車場站(多站),121.463193,24.999956
新北市永和國民運動中心站(多站),121.524109,25.003108
臺中市停六停車場站(大雅區)A,120.666244,24.215976
全家安定善高店站(多站),120.250975,23.124897
中油三多三路加油站,120.305111,22.614723
第一銀行新興分行站(多站),120.301028,22.631035
全聯大溪員林店站,121.283608,24.898445
中油台東富岡加油站,121.176999,22.778543
中油埔里中山路加油站,120.97212,23.968807
全聯林口麗都店站,121.367358,25.070357
全家仁德新德店站(多站),120.258365,22.947259
桃園市正光二街停車場站,121.205404,24.959335
中油台糖崇蘭加油站,120.49055,22.69365
新北市保生路平面停車場站(多站),121.505008,25.012017
高雄市大榮高中站(多站),120.281193,22.653654
中油寶山加油站,120.986505,24.763031
靜宜大學站(多站),120.576623,24.226544
全聯平鎮育達店站,121.206823,24.951348
全聯台中軍功店站(多站),120.719011,24.176361
中油大城太平加油站,120.730599,24.112489
康橋商旅覺民館站(多站),120.336294,22.639547
中油振興路加油站,120.694139,24.13355
中油銅鑼加油站,120.786905,24.487765
啄木鳥藥局大里店站(多站),120.68705,24.097232
苗栗福利站(多站),120.81704,24.54233
高雄市養工處十全一路站(多站),120.305204,22.64533
家樂福北門店站,120.455883,23.489379
高雄市區監理所站,120.317072,22.73115
全家岡山竹圍店站(多站),120.297895,22.797443
全聯竹南光復店站(多站),120.877728,24.688425
全家霧峰中投店站(多站),120.662394,24.071977
家樂福便利購台中南屯店站(多站),120.64833,24.13706
7-ELEVEN 三多利店站,120.490972,22.746501
全家台中龍富二店站(多站),120.626345,24.148893
中油新關加油站,121.04782,24.827346
臺南市善化國小站,120.288948,23.136141
文藻美語土城站,121.465249,24.988665
桃園建國國小站(多站),121.31491,24.98195
桃園市莊敬停車場站,121.257327,24.971788
中油斗煥和昌加油站,120.942603,24.681692
中油新店北新路加油站,121.542045,24.968751
全聯社頭民生店站(多站),120.589124,23.89604
宏佳騰宜蘭復興店站,121.745296,24.74978
中油楓港加油站(多站),120.689346,22.199393
台亞堤頂交流道加油站(多站),121.574901,25.069112
啄木鳥藥局軍輝店站(多站),120.458779,23.45492
中油崙背加油站,120.35905,23.76104
全家霧峰新錦峰店站(多站),120.707369,24.076312
新北市白沙灣遊客中心站,121.522015,25.285653
過港里里民活動中心站(多站),121.738183,25.104883
全家台中培鶯店站(多站),120.741069,24.180103
全聯台南民權店站,120.177677,22.999255
桃園市廣興停車場站,121.284709,24.93626
中油台糖儒林加油站,120.373741,23.902978
全聯苑裡中山店站,120.655051,24.447681
中油豐興加油站,121.09952,24.725214
家樂福經國店站,121.305525,25.016021
中油欣欣加油站(多站),121.517364,24.981669
春光公園地下停車場B1F站,121.581141,25.0425
龍潭區公所站(多站),121.222418,24.870881
臺中市兒童福利服務中心站(多站),120.565618,24.231065
第一銀行北投分行站(多站),121.50229,25.134338
家樂福便利購文山木新店站(多站),121.569088,24.984234
Gogoro 新竹關新服務中心站,121.019534,24.78808
中油台糖來義加油站,120.622761,22.527303
Gogoro 信義信安門市站,121.554854,25.022739
全家永康兵仔市店站,120.236621,23.004203
中油將軍加油站,120.159018,23.204361
全家竹北勝利店站(多站),121.031279,24.825602
陽光市民加油站(多站),121.536869,25.044464
台灣高鐵新竹站,121.03962,24.805301
新北市深坑國小站(多站),121.616164,25.001773
Gogoro 林口仁愛店站(多站),121.375322,25.076039
中油嘉和加油站,120.176335,23.058353
Gogoro 三峽復興門市站,121.373466,24.937192
全聯旗津中洲店站,120.288963,22.58625
新北市寶橋立體停車場站(多站),121.545736,24.974904
台亞土城城林橋加油站(多站),121.434666,24.972113
新科國民運動中心站(多站),121.024164,24.77972
中油西湖加油站,120.7579,24.569235
7-ELEVEN 潮欣店站,120.428868,22.562747
全聯竹北縣政店站,121.018116,24.831764
台中朝馬運動中心站(多站),120.63403,24.167823
EVOASIS 桃園青埔站,121.206545,25.009673
全家桃園莊園店站(多站),121.29,25.021224
小北百貨左營新莊店站(多站),120.297897,22.67245
中油日茂加油站,120.522766,23.949483
全家彰化大村寶山店站(多站),120.582659,23.992828
全家豐原新水源店站(多站),120.745045,24.255146
宏佳騰彰化金馬店站,120.531116,24.075991
台南市北區東興路口站(多站),120.22929,22.99965
臺南環河街停車場站,120.192112,22.993039
臺北市民權東路四段站(多站),121.557486,25.062237
臺北市中山市場站(多站),121.520947,25.050067
中油水美加油站,120.399303,22.658649
中油頭城加油站,121.828366,24.864404
PGO 永和福和店站,121.515361,25.007245
欣桃天然氣站,121.296274,24.992555
中油隆田加油站,120.316097,23.19942
全家八德豐吉店站(多站),121.289841,24.926976
全聯蘆竹光明店站(多站),121.292399,25.039863
中油君朋加油站,121.057363,24.898786
全家旗津天后店站,120.268062,22.611836
eReady 汐止康寧店站,121.631973,25.068303
宏佳騰板橋文化店站(多站),121.464665,25.017929
屏東市國民運動中心站(多站),120.499048,22.677627
享溫馨KTV 五甲店站(多站),120.334778,22.601806
中油內埔加油站,120.557658,22.622541
全聯嘉義仁愛店站,120.442207,23.474598
台北捷運輔大站(4號出口)B,121.436853,25.033049
HiLife 仁武鳳成店站,120.360985,22.671726
新北市中正停車場站,121.503208,25.254489
北基九如路加油站(多站),120.318357,22.640238
新北市西盛公園站(多站),121.427621,25.017581
臺中市育樂停車場站(多站),120.691753,24.157504
全家六龜農會店站,120.635129,22.995242
高原交流道站,121.205304,24.826958
大光郵局站,120.217972,23.012846
中油林內加油站,120.610665,23.752329
安通自辦重劃區停車場站(多站),120.210262,23.031631
橋頭區公所站,120.30575,22.757665
全鋒石門水庫加油站,121.2825,24.85973
中油永成路加油站,120.195822,22.956318
全聯三民金獅湖店站,120.32171,22.662374
賢北街公有路外停車場站,120.183325,23.009258
中油竹林加油站,121.085644,24.764484
耕讀園台中國光店站(多站),120.680841,24.105103
全聯高雄明誠店站,120.324122,22.660007
嘉義縣政府站,120.289044,23.460568
中油宜蘭加油站,121.756584,24.770631
臺南市長勝營區免費公有停車場站(多站),120.303201,23.300456
全家桃園元富店站,121.317997,25.004477
Gogoro 台南公園店站(多站),120.205513,22.994652
台北捷運府中站(多站),121.459951,25.009438
中油福員加油站,120.810514,24.500426
全家新竹金元寶店站(多站),121.02082,24.777064
楓康超市大慶店站,120.653397,24.113382
新北市福壽公園站(多站),121.457705,25.052285
棒球場現有機車停車場站,120.464329,23.480731
新北市環河快速高架橋停車場站(多站),121.503658,25.071473
全家大里善化店站,120.702592,24.098534
政大加油站(多站),121.571019,24.988278
中油九份加油站,121.771898,24.666527
台北捷運輔大站(3號出口)B,121.436936,25.032529
中油褒忠加油站,120.316481,23.70162
全聯佳里仁愛店站(多站),120.176644,23.154619
新光草衙道站(多站),120.328726,22.581873
俥亭停車場高鐵路站,120.31016,22.6875
全家高雄凱歌店站,120.317877,22.636483
太平區農會站(多站),120.714789,24.124673
7-ELEVEN 安興店站,120.265474,23.014348
高雄市興達港立體停車場站,120.194354,22.871867
7-ELEVEN 朱丹灣店站,120.530489,23.715782
Gogoro 北屯中清門市站,120.665892,24.182787
7-ELEVEN 吉峰店站(多站),120.699323,24.068567
全家斗六新中興店站,120.581761,23.723612
Gogoro 朴子山通門市站,120.241535,23.463946
Gogoro 文心崇德門市站,120.68573,24.173576
高雄市養工處海光環保公園站(多站),120.364438,22.634593
中油清境娜嚕灣加油站,121.167411,24.062741
家樂福中正店站(多站),120.228008,23.032391
全聯和美仁昌店站(多站),120.494107,24.106796
南投縣草屯鎮公所站,120.680145,23.973612
米格國際站,121.289083,24.946372
新北市第八平面停車場站,121.414489,24.985971
全家高雄鄭和店站,120.315207,22.606287
中油特新加油站,121.089683,22.812345
中油和興加油站,121.050088,24.910552
臺北市公有環南市場站(多站),121.489204,25.02876
愛來超市高雄大樹店站,120.432042,22.690645
7-ELEVEN 奇蹟店站,120.259372,23.034563
臺北市榮星公園站(多站),121.539824,25.062499
中油泉益大武崙加油站,121.699569,25.14836
臺中市大鵬臨時停車場站(多站),120.665734,24.175641
臺鐵臺北貨運所楊梅車站前站(多站),121.146132,24.913885
桃園市永福停車場站(多站),121.298273,24.962759
全家永康車行店站,120.276144,23.051
中油三多二路加油站,120.327,22.621424
中油港口加油站,121.631429,23.997331
中油萬里加油站,121.687055,25.184555
中油阿里山新加油站,120.792471,23.504323
HiLife 台中愛萊店站,120.658541,24.195213
家樂福便利購左營南屏店站,120.299729,22.668167
全聯大社金龍店站(多站),120.353484,22.724558
喜互惠慈安店站(多站),121.761268,24.759138
中油春日路加油站,121.310283,25.010487
家樂福光華店站(多站),120.317139,22.610579
全聯虎尾中正店站(多站),120.431245,23.707607
高雄市大社區農會站(多站),120.346726,22.729546
中油民安加油站,120.240252,22.95935
中油台糖仁德加油站,120.218726,22.950798
台電鳳山區營業處站(多站),120.349646,22.621943
臺南市下營區下營農會超市站(多站),120.267528,23.237503
中油南崗工業區加油站,120.671945,23.922895
台北捷運淡水站(多站),121.44705,25.166938
中油上豐加油站,120.310731,22.67143
中油永炬加油站,120.882911,24.637463
山隆重慶加油站(多站),121.608269,23.971611
臺北市環山路站(多站),121.566445,25.086316
814生鮮超市屏東潮州店站(多站),120.539582,22.545287
中油中正加油站,120.494808,22.685544
YAMAHA 宜蘭中山店站(多站),121.754109,24.763004
新北市水湳洞遊客中心站,121.861629,25.121676
HiLife 中縣中武店站(多站),120.654965,24.095297
台灣高鐵雲林站,120.415533,23.734516
中油向陽加油站,120.26204,22.745118
中油泉益加油站,121.726058,25.117281
中油佳順加油站,121.268524,24.984178
Gogoro 屏東民族門市站(多站),120.485336,22.670559
HiLife 中縣中連店站,120.64483,24.059221
中油靖海加油站,120.359832,22.730788
全聯台中大昌店站(多站),120.652051,24.141954
台北捷運萬芳社區站(多站),121.567731,24.998737
中油集鹿加油站,120.785279,23.822313
7-ELEVEN 美珍店站,120.291533,22.661042
全家長治交流店站,120.55601,22.696344
宏佳騰沙鹿福德店站(多站),120.567432,24.251657
臺北市安祥公園旁平面停車場站(多站),121.54297,25.034246
全家吉安宜昌店站(多站),121.582443,23.97348
PGO 三重成功店站(多站),121.486974,25.052275
7-ELEVEN 麻學店站,120.220446,23.190672
車麗屋高雄鳳山店站,120.353759,22.616364
彰化市清潔隊站(多站),120.541765,24.067899
台亞經國路一加油站,120.9848,24.81486
全聯楠梓土庫店站,120.329859,22.737719
7-ELEVEN 欣高店站,121.145116,24.916889
中油上順加油站,121.408301,24.959764
旭益汽車百貨草屯店站(多站),120.683315,23.9859
臺北市四維廣場停車場站(多站),121.548145,25.033906
新北市烏來立體停車場站(多站),121.551455,24.866382
全聯鳳山頂豐店站,120.356388,22.585956
新北市央北新村平面停車場站(多站),121.527901,24.977358
7-ELEVEN 福音店站,121.143597,25.041982
全家霧峰九德店站(多站),120.691562,24.066203
全家埔里牛埔店站,120.974373,23.989587
中油台糖月眉加油站,120.696033,24.313138
台北捷運竹圍站(多站),121.459687,25.135983
玉成國小地下停車場B1F站,121.592755,25.053203
台灣聯通日月潭中興場站(多站),120.911443,23.865651
中油台中和平加油站,120.903836,24.169213
全家台南和緯店站,120.195891,23.009742
中油白河中山加油站,120.412031,23.345364
7-ELEVEN 勇伯店站,121.306716,24.969485
台糖六甲加油站,120.277398,22.946757
中油宏益加油站,120.85194,24.03599
福懋中正加油站,120.504505,23.7563
臺北市大龍公園站(多站),121.515863,25.070358
中油長流加油站,120.876568,24.064045
瑞福停車場站(多站),120.33541,22.607753
台南安平港風景區停車場站,120.1604,22.9974
小港區公所站,120.337872,22.565204
台亞文中加油站,121.276943,24.993717
樹林柑園市民活動中心站,121.386239,24.950982
Gogoro 南區建成門市站,120.674835,24.126329
統冠超市國聯店站,121.605082,23.992907
大興公園停車場站(多站),120.192293,23.011465
全聯台中軍太店站,120.715901,24.165354
全家台中新文山店站(多站),120.611885,24.148642
公館水岸新世界機車臨時平面停車場站(多站),121.534087,25.012842
中油健行加油站,121.308669,25.022014
Gogoro 板橋館前店站,121.46037,25.006936
7-ELEVEN 新同安店站(多站),120.188056,23.038808
7-ELEVEN 復中店站(多站),120.310316,22.617665
臺中市東勢區公所站(多站),120.827972,24.258953
新北市養工處三重民生街站(多站),121.489626,25.063675
Gogoro 蘆竹南崁服務中心站,121.289098,25.051317
台南市東區立德停車場站(多站),120.214671,22.976452
臺中草悟廣場站(多站),120.66481,24.149716
全家高雄宏光店站(多站),120.363795,22.568162
新北市忠孝高架橋下重安段停車場站,121.49088,25.057287
家樂福新楠店站(多站),120.330897,22.73614
7-ELEVEN 福上店站,120.659355,24.175474
中油永華路東加油站,120.180856,22.990045
家樂福便利購桃園南平店站,121.301971,25.019705
中油南投成功路加油站,120.6847,23.98884
中油旭昇加油站,121.147642,25.053285
全聯竹北莊敬南店站,121.02002,24.815923
中油大來加油站,120.383057,22.636484
臺中市春安停車場站(多站),120.607513,24.13636
臺中市三塊厝停車場站(多站),120.632649,24.148148
Gogoro 士林承德服務中心站,121.517444,25.090101
福華加油站(多站),121.553904,25.000718
家樂福蘆洲店B1F站,121.486609,25.087527
中油中正四路加油站,120.291287,22.627548
臺中市港區藝術中心站(多站),120.557799,24.269443
台北捷運新北投站(多站),121.501881,25.136804
中油台一加油站,121.012615,23.981295
中油東林加油站,121.364302,24.956807
中油龍東加油站,121.247322,24.915002
全家八德仁興店站(多站),121.288121,24.936646
全家橋頭建樹店站,120.307587,22.763296
全聯大園菓林店站,121.258361,25.075361
7-ELEVEN 榮鑫店站,121.536794,25.065632
Gogoro 光華八德店站,121.531252,25.044102
中油光騏加油站,120.904295,24.738976
7-ELEVEN 金宴店站,121.537998,25.061754
HiLife 蘆洲光榮店站,121.463277,25.088642
千葉火鍋竹北店站(多站),121.029082,24.820443
中油民生路加油站,120.19152,22.99682
全家太平金城店站(多站),120.712989,24.159181
7-ELEVEN 新宏昌店站(多站),120.287675,22.716711
YAMAHA 楊梅文化店站(多站),121.185162,24.916041
全聯虎尾林森店站(多站),120.424594,23.698851
新北市永和區公所站,121.520375,25.008849
台糖大社加油站,120.352556,22.750895
臺中市大甲區長青活動中心站(多站),120.627045,24.340731
全聯花蓮太昌店站(多站),121.578109,23.992068
台糖土庫加油站,120.506437,22.822015
HiLife 高市瑞福店站,120.33551,22.609087
台糖人生加油站,120.276658,23.437806
全聯南投南陽店站(多站),120.681489,23.912494
全聯新埔中正店站,121.082912,24.826864
7-ELEVEN 田正店站(多站),120.524634,23.887352
中油口湖加油站,120.185033,23.581828
台亞板橋信義路加油站(多站),121.460586,24.990566
eReady 台中中清店站,120.677062,24.155975
小北百貨鳳山經武店站,120.364696,22.638567
中油彰水加油站,120.465614,23.905332
台灣聯通士林官邸場站(多站),121.53151,25.095367
中油新竹明湖加油站,120.978409,24.767997
千葉火鍋屏東店站(多站),120.485519,22.683601
7-ELEVEN 大營店站(多站),120.313261,23.09653
檜村里機6臨時停車場站,120.455208,23.489244
臺中市麗園停車場站(多站),120.733442,24.158614
瑞豐停車場站(多站),120.335749,22.606676
全家桃園縣安店站,121.300032,24.996392
家樂福便利購漢口店站(多站),120.680354,24.167216
7-ELEVEN 昇沅店站,120.426025,24.042144
全聯南投草屯店站,120.679846,23.983064
